醫事機構代碼,醫事機構名稱,醫事機構種類,電話,地址,分區業務組,特約類別,服務項目,診療科別,終止合約或歇業日期,固定看診時段,備註,縣市別代碼,合約起日,lat,lon
5901013675,家育藥局,藥師自營,(02)27678639,臺北市松山區民生東路５段２１６號１樓,臺北業務組,5,,,20271017,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上看診,-,63000,20211018,25.0584343,121.5556082
5901013684,佑翔藥局,藥師自營,(02)87875070,臺北市松山區民生東路５段９５號１樓,臺北業務組,5,,,20271019,星期一上午看診、星期二上午休診、星期三上午休診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午休診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上看診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,20211020,25.0584343,121.5556082
5901013693,民生盛康藥局,藥師自營,(06)2818061,臺北市松山區民生東路５段２０４號１樓,臺北業務組,5,,,20240509,,,63000,20211028,25.0584343,121.5556082
5901013700,杏一台北台安藥局,藥師自營,(02)87728295,臺北市松山區八德路２段３９９號１樓,臺北業務組,5,,,20271111,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20211112,25.0483248,121.5464898
5901013719,大樹松山藥局,藥師自營,(02)27562226,臺北市松山區民生東路５段１０７號１樓,臺北業務組,5,,,20230215,,,63000,20211201,25.0584343,121.5556082
5901013728,康麗藥局,藥師自營,(02)27174117,臺北市松山區南京東路３段３０３巷２０號（１樓）,臺北業務組,5,,,20230508,,,63000,20211216,25.051984,121.5466693
5901013737,全欣藥局,藥師自營,(02)87729066,臺北市松山區復興北路７３號２樓之１、２樓之２,臺北業務組,5,,,20280112,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,20220113,25.0510604,121.5442412
5901013746,富景藥局,藥師自營,(02)27455666,臺北市松山區三民路１４５號１樓,臺北業務組,5,,,20240325,,,63000,20220309,25.060815,121.563062
5901013755,逸菁中西特約藥局,藥師自營,(02)23822791,臺北市松山區八德路３段１２巷６２弄１５號１樓,臺北業務組,5,,,20230105,,,63000,20220309,25.0456774,121.5498207
5901013764,駿俏藥局,藥師自營,(02)87728085,臺北市松山區八德路２段３９７號１樓,臺北業務組,5,,,20280316,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,20220317,25.0483207,121.5464436
5901013782,佑全松山南京東藥局,藥師自營,(02)27687807,臺北市松山區南京東路５段２９１巷７號１樓,臺北業務組,5,,,20280331,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20220401,25.0520418,121.5662419
5901013808,豐澤藥局,藥師自營,(02)27169636,臺北市松山區南京東路３段２６９巷６之９號（１樓）,臺北業務組,5,,,20280406,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20220407,25.0517504,121.5575367
5901013817,德安藥局,藥劑生自營,(02)25782670,臺北市松山區八德路３段１９５號２樓,臺北業務組,5,,,20250621,星期一上午看診、星期二上午休診、星期三上午看診、星期四上午看診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上休診、星期二晚上看診、星期三晚上休診、星期四晚上休診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,20220622,25.0481627,121.5561799
5901013826,南京春天藥局,藥師自營,(02)27186155,臺北市松山區南京東路４段１３９號（１樓）,臺北業務組,5,,,20250712,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20220713,25.0518271,121.5553605
5901013835,美仁藥局,藥師自營,(02)27166112,臺北市松山區健康路５之１號１樓,臺北業務組,5,,,20250720,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20220721,25.0525048,121.5525017
5901013844,躍獅敦北藥局,藥師自營,(02)27155691,臺北市松山區民生東路４段８０巷５號（１樓）,臺北業務組,5,,,20240729,,,63000,20220803,25.0580788,121.555653
5901013853,誠康中西藥局,藥師自營,(02)27619679,臺北市松山區南京東路５段５９巷３１弄４３號１樓,臺北業務組,5,,,20250814,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20220815,25.0518277,121.5574266
5901013862,禾宜藥局,藥師自營,(02)25780236,臺北市松山區八德路３段１２巷５１弄１６號１樓,臺北業務組,5,,,20251023,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20221024,25.0460528,121.5512023
5901013871,大樹松山藥局,藥師自營,(02)27562226,臺北市松山區民生東路５段１０７號１樓,臺北業務組,5,,,20260215,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20230216,25.0584343,121.5556082
