WKT,醫療院所,縣市,鄉鎮市區,地址,電話,lat,lon
POINT (121.619105700443 25.0696196141588),仁宏牙醫診所,臺北市,內湖區,康樂街85巷4號,0226334959,25.0696196141588,121.619105700443
POINT (121.57886306812 25.0784585701736),大方牙醫診所,臺北市,內湖區,文德路2號3樓,27978821,25.0784585701736,121.57886306812
POINT (121.576792366751 25.0769552807354),瑞光牙醫診所,臺北市,內湖區,江南街一0二號一樓,27902015,25.0769552807354,121.576792366751
POINT (121.565392716379 25.0834378490686),康豪牙醫診所,臺北市,內湖區,內湖路一段217巷27號1樓,02-26279292,25.0834378490686,121.565392716379
POINT (121.568135363241 25.0844086153784),誠心牙醫診所,臺北市,內湖區,內湖路一段285巷65弄23號1樓,87976001,25.0844086153784,121.568135363241
POINT (121.592825234189 25.0813347372306),丞康牙醫診所,臺北市,內湖區,成功路四段61巷13號1樓,02-27945938,25.0813347372306,121.592825234189
POINT (121.575215016087 25.0760273790462),宏瑞牙醫診所,臺北市,內湖區,瑞光路286號1樓,27360588,25.0760273790462,121.575215016087
POINT (121.572209435816 25.0765754904298),德軒津牙醫診所,臺北市,內湖區,瑞光路358巷30弄2號1樓,87515050,25.0765754904298,121.572209435816
POINT (121.618870389215 25.0696691106221),東湖牙醫診所,臺北市,內湖區,康樂街89號,0226314965,25.0696691106221,121.618870389215
POINT (121.577679630029 25.0823410309304),耀生牙醫診所,臺北市,內湖區,港華街七十號,27990912,25.0823410309304,121.577679630029
POINT (121.578612459155 25.0798209645866),力奇牙醫診所,臺北市,內湖區,內湖路一段737巷26號,0226582776,25.0798209645866,121.578612459155
POINT (121.600858215738 25.0854314210432),弘林牙醫診所,臺北市,內湖區,大湖街131巷2號、2之1號,0227905585,25.0854314210432,121.600858215738
POINT (121.590058036565 25.085989747779),龍昌牙醫診所,臺北市,內湖區,金龍路139號,0227906266,25.085989747779,121.590058036565
POINT (121.586539411507 25.0688245412759),光美牙醫診所,臺北市,內湖區,民權東路六段102號1樓,0227901788,25.0688245412759,121.586539411507
POINT (121.570727287613 25.0823589634004),前衛牙醫診所,臺北市,內湖區,內湖路一段387巷3弄6號,0227994234,25.0823589634004,121.570727287613
POINT (121.581477698526 25.0782826202036),康德牙醫診所,臺北市,內湖區,文德路70號2樓、74號,0226582280,25.0782826202036,121.581477698526
POINT (121.584212393774 25.0770927341563),林俊民牙醫診所,臺北市,內湖區,文德路210巷30弄7號,0226594040,25.0770927341563,121.584212393774
POINT (121.594714679466 25.0796835678325),康鄰牙醫診所,臺北市,內湖區,星雲街130號1樓,02-27912687,25.0796835678325,121.594714679466
POINT (121.592668562682 25.080005038786),專加牙醫診所,臺北市,內湖區,康寧路一段七十三號一樓,87928427,25.080005038786,121.592668562682
POINT (121.592262665409 25.0818308179882),宏欣牙醫診所,臺北市,內湖區,成功路四段五十九號二、三樓,0227950123,25.0818308179882,121.592262665409
POINT (121.579976169307 25.0789919100682),敬偉牙醫診所,臺北市,內湖區,內湖路二段39－1號一樓,0227975555,25.0789919100682,121.579976169307
POINT (121.608961582222 25.0699103926901),明湖牙醫診所,臺北市,內湖區,民權東路六段296巷113號1樓,0226313297,25.0699103926901,121.608961582222
POINT (121.566244305524 25.082547852348),西湖牙醫診所,臺北市,內湖區,內湖路1段285巷4號1樓、2樓,0227987143,25.082547852348,121.566244305524
POINT (121.593021421593 25.0810795952448),傑出牙醫診所,臺北市,內湖區,成功路四段六十一巷二十一號Ｂ1、一樓,02 27912551,25.0810795952448,121.593021421593
POINT (121.581502472122 25.079327789795),麗湖牙醫診所,臺北市,內湖區,內湖路二段100號,0226593003,25.079327789795,121.581502472122
POINT (121.57831115261 25.0772102726686),華倫牙醫診所,臺北市,內湖區,江南街65巷10號1樓,26575466,25.0772102726686,121.57831115261
POINT (121.580367328276 25.078646671965),萬和牙醫診所,臺北市,內湖區,文德路21號,27978008,25.078646671965,121.580367328276
POINT (121.605480595205 25.0740054726233),弘康復健科診所,臺北市,內湖區,成功路五段八十一號一樓,26338469;27944282,25.0740054726233,121.605480595205
POINT (121.612357460187 25.0686617724383),汎美皮膚科診所,臺北市,內湖區,東湖路4號1樓,27920075,25.0686617724383,121.612357460187
POINT (121.616885655297 25.068182500464),東湖眼科診所,臺北市,內湖區,東湖路137號,26336728,25.068182500464,121.616885655297
POINT (121.612938759896 25.0689392060168),大愛眼科診所,臺北市,內湖區,東湖路15號1樓,26312338,25.0689392060168,121.612938759896
POINT (121.617142735659 25.0679002642913),東湖謝耳鼻喉科診所,臺北市,內湖區,東湖路148號,26332605,25.0679002642913,121.617142735659
POINT (121.568754895734 25.0817564408412),陳喬鴻眼科診所,臺北市,內湖區,內湖路一段300號3樓之2、3樓之3,87515125,25.0817564408412,121.568754895734
POINT (121.607117904225 25.0748051836636),日新診所,臺北市,內湖區,成功路五段446號1樓,26342743,25.0748051836636,121.607117904225
POINT (121.578300257487 25.0782052575701),薈安診所,臺北市,內湖區,江南街6號,26578803,25.0782052575701,121.578300257487
POINT (121.593858208684 25.0848753499646),劉淦華診所,臺北市,內湖區,金龍路43號,0227905374,25.0848753499646,121.593858208684
POINT (121.570599267906 25.0818716352397),魏穀年診所,臺北市,內湖區,內湖路一段403號,0226572691,25.0818716352397,121.570599267906
POINT (121.590784105916 25.0803829401793),康育診所,臺北市,內湖區,成功路三段189號2樓,0227909134,25.0803829401793,121.590784105916
POINT (121.590864948492 25.0804602020582),振興內兒科診所,臺北市,內湖區,成功路三段193號,0227906179,25.0804602020582,121.590864948492
POINT (121.617131980811 25.0699048079372),丁大元診所,臺北市,內湖區,東湖路119巷49弄4號1樓,0226331010,25.0699048079372,121.617131980811
POINT (121.614345069175 25.0688581225899),徐醫師診所,臺北市,內湖區,東湖路53號,0226336616,25.0688581225899,121.614345069175
POINT (121.614809516689 25.0687624328024),鍾兆智婦產科診所,臺北市,內湖區,東湖路65號1Ｆ2Ｆ及地下室,0226333356,25.0687624328024,121.614809516689
POINT (121.593640604168 25.0849482141676),雙湖診所,臺北市,內湖區,金龍路四十九號一樓,27910066,25.0849482141676,121.593640604168
POINT (121.619156400511 25.0716356262155),林永正診所,臺北市,內湖區,康樂街130號,0226315567,25.0716356262155,121.619156400511
POINT (121.591895532455 25.0819378242125),秉信診所,臺北市,內湖區,成功路四段40號2樓,0227902884,25.0819378242125,121.591895532455
POINT (121.590280235916 25.0803684126726),成功耳鼻喉科診所,臺北市,內湖區,成功路3段162之1號1樓、164號1樓、164之1號1樓、166之1號1樓,0227940064,25.0803684126726,121.590280235916
POINT (121.592084484609 25.0816656273391),馬思特診所,臺北市,內湖區,成功路四段53號,0227925994,25.0816656273391,121.592084484609
POINT (121.591955722767 25.0819942680684),吳振光眼科診所,臺北市,內湖區,成功路四段四十二號三樓、五樓,0227925399,25.0819942680684,121.591955722767
POINT (121.616686242282 25.0680111087944),藍曾小兒科診所,臺北市,內湖區,東湖路132號,0226335225,25.0680111087944,121.616686242282
POINT (121.567983138385 25.0845648885615),西湖安康診所,臺北市,內湖區,內湖路一段285巷65弄18號1樓,0226580838,25.0845648885615,121.567983138385
POINT (121.57999250261 25.078323212634),文德耳鼻喉科診所,臺北市,內湖區,文德路32號,87971942,25.078323212634,121.57999250261
POINT (121.570532925484 25.0818941479194),加安耳鼻喉科診所,臺北市,內湖區,內湖路1段401號1樓,26277869,25.0818941479194,121.570532925484
POINT (121.612094272047 25.0715108166724),元康牙醫診所,臺北市,內湖區,康寧路3段165巷23弄3號1樓,02-26313938,25.0715108166724,121.612094272047
POINT (121.577471936471 25.0794314206671),晴安診所,臺北市,內湖區,內湖路一段709之1號,27995800,25.0794314206671,121.577471936471
POINT (121.600036331456 25.0848680598763),維悅牙醫診所,臺北市,內湖區,成功路4段358號1樓、2樓,27965846,25.0848680598763,121.600036331456
POINT (121.605326012171 25.0723965823937),晴天牙醫診所,臺北市,內湖區,民權東路6段296巷1號1樓,26328881,25.0723965823937,121.605326012171
POINT (121.563055763353 25.0824376873227),哈佛眼科診所,臺北市,內湖區,基湖路10巷66號1樓,26270707,25.0824376873227,121.563055763353
POINT (121.592226960086 25.0818037691285),湖光皮膚專科診所,臺北市,內湖區,成功路4段59之1號3樓,87917202,25.0818037691285,121.592226960086
POINT (121.590018993603 25.0795977512475),夏一新身心精神科診所,臺北市,內湖區,成功路三段143號4樓,02-87928213,25.0795977512475,121.590018993603
POINT (121.590280235916 25.0803684126726),成功復健科診所,臺北市,內湖區,成功路3段162之1號1樓、164號1樓、164之1號1樓、166之1號1樓,02-27938098,25.0803684126726,121.590280235916
POINT (121.58352000014 25.0778300000923),紫陽復健科診所,臺北市,內湖區,文德路208巷8號1樓、地下一樓,02-27988128,25.0778300000923,121.58352000014
POINT (121.610078357656 25.0710686313303),祐生復健科診所,臺北市,內湖區,康寧路三段54之7號、54之11號,02-26341998,25.0710686313303,121.610078357656
POINT (121.595263374309 25.0843997267441),德康牙醫診所,臺北市,內湖區,金龍路一號二樓,2792-6363  0952-090543,25.0843997267441,121.595263374309
POINT (121.590548134318 25.0806299259634),仁人牙醫診所,臺北市,內湖區,成功路三段一七二之二號二樓,27929596,25.0806299259634,121.590548134318
POINT (121.617972311302 25.0684698354154),博雅牙醫診所,臺北市,內湖區,康樂街20巷5號,0226315885,25.0684698354154,121.617972311302
POINT (121.580727473995 25.0549071506158),元德牙醫診所,臺北市,內湖區,新明路366號1Ｆ,0227941555,25.0549071506158,121.580727473995
POINT (121.59235176474 25.0838109671628),潘渭祥牙醫診所,臺北市,內湖區,內湖路二段367號1樓,0227917728,25.0838109671628,121.59235176474
POINT (121.612806475983 25.0684806863597),漢翎牙醫診所,臺北市,內湖區,東湖路16巷4號1樓,0226312905,25.0684806863597,121.612806475983
POINT (121.580034616997 25.0788562681543),平安牙醫診所,臺北市,內湖區,內湖路二段52-3號,87977278,25.0788562681543,121.580034616997
POINT (121.615826798194 25.0712639722867),文德牙醫診所,臺北市,內湖區,東湖路113巷66號地下室,26318098,25.0712639722867,121.615826798194
POINT (121.567156566179 25.0832435247866),欣仁牙醫診所,臺北市,內湖區,內湖路一段285巷27弄5號1樓,0227986210,25.0832435247866,121.567156566179
POINT (121.589614404248 25.0729348426261),韻昇牙醫診所,臺北市,內湖區,成功路2段478號2樓,02-27961018,25.0729348426261,121.589614404248
POINT (121.593320488627 25.081007841372),林孟勳診所,臺北市,內湖區,成功路四段61巷32弄2號1樓,02-87920955,25.081007841372,121.593320488627
POINT (121.605090411165 25.0732214787446),東成診所,臺北市,內湖區,民權東路六段495號2樓之1、之2495號4樓,02-26316850,25.0732214787446,121.605090411165
POINT (121.615815951032 25.0673092210469),慈銨診所,臺北市,內湖區,五分街95號1樓,0226313684,25.0673092210469,121.615815951032
POINT (121.584895441512 25.068706910244),內湖長春診所,臺北市,內湖區,民權東路六段64號,27926868,25.068706910244,121.584895441512
POINT (121.578286219727 25.0811752607086),王慶森診所,臺北市,內湖區,港墘路65號,0227986052,25.0811752607086,121.578286219727
POINT (121.579587746042 25.0788604595776),宋小兒科診所,臺北市,內湖區,內湖路二段25號,0227999366,25.0788604595776,121.579587746042
POINT (121.59614290497 25.0845730123313),達美皮膚專科診所,臺北市,內湖區,成功路四段220號1樓至2樓,0227920218,25.0845730123313,121.59614290497
POINT (121.593129966145 25.0796340344559),庭軒牙醫診所,臺北市,內湖區,康寧路1段104號1、2樓,27962796,25.0796340344559,121.593129966145
POINT (121.573373901765 25.0820219843577),一峰牙醫診所,臺北市,內湖區,麗山街348巷11號,0227992316,25.0820219843577,121.573373901765
POINT (121.591852365842 25.0814467581941),元亨牙醫診所,臺北市,內湖區,成功路四段43號2樓、45號2樓、41巷2號2樓,02 27926671,25.0814467581941,121.591852365842
POINT (121.584573574887 25.0770939058327),祐康中醫診所,臺北市,內湖區,文德路210巷30弄23號,26572818,25.0770939058327,121.584573574887
POINT (121.565451690025 25.0863311566651),栩仕診所,臺北市,內湖區,文湖街88號3樓,87526087,25.0863311566651,121.565451690025
POINT (121.579545028358 25.0660917521035),菁英診所,臺北市,內湖區,行忠路58號1、2樓,87917515,25.0660917521035,121.579545028358
POINT (121.616164023353 25.068138920108),麗馨中醫診所,臺北市,內湖區,東湖路120號2樓,26331255,25.068138920108,121.616164023353
POINT (121.594698911676 25.0836752069969),品牙醫診所,臺北市,內湖區,成功路四段175號,27907833,25.0836752069969,121.594698911676
POINT (121.618910177527 25.0702827384461),康樂診所,臺北市,內湖區,康樂街80號、82號、84號,02-26308800,25.0702827384461,121.618910177527
POINT (121.57655746168 25.0755186350377),仁亨牙醫診所,臺北市,內湖區,瑞光路285號,26599139,25.0755186350377,121.57655746168
POINT (121.574873586095 25.0750008507143),瑞健診所,臺北市,內湖區,瑞光路258巷37號7樓,27392029,25.0750008507143,121.574873586095
POINT (121.60154703369 25.0871416616506),宸采牙醫診所,臺北市,內湖區,大湖山莊街157號,02-87917171,25.0871416616506,121.60154703369
POINT (121.585498417159 25.0787331594498),優生活牙醫診所,臺北市,內湖區,文德路169號,27997373,25.0787331594498,121.585498417159
POINT (121.575056958832 25.0751778403108),瑞成診所,臺北市,內湖區,瑞光路258巷31號7樓,27392029,25.0751778403108,121.575056958832
POINT (121.604956827756 25.0736702067813),騏安中醫診所,臺北市,內湖區,金湖路386號,26308591,25.0736702067813,121.604956827756
POINT (121.582541504793 25.0782133541696),林登山耳鼻喉科診所,臺北市,內湖區,文德路96號,26596638,25.0782133541696,121.582541504793
