WKT,醫療院所,縣市,鄉鎮市區,地址,電話
"POINT (121.477296253145 25.0882000861811)",宏昇牙醫診所,新北市,蘆洲區,復興路115號,02 2822741
"POINT (121.465612540469 25.0892694748611)",宜德中醫診所,新北市,蘆洲區,中正路327號1樓,02-82852569
"POINT (121.47337256409 25.0804689632445)",永全診所,新北市,蘆洲區,中山一路241號,02 2890332
"POINT (121.474648073033 25.0820796408497)",慶明眼科診所,新北市,蘆洲區,中山二路32號1、2、3樓,02-22852288
"POINT (121.471470332192 25.0914147604167)",趙國雄診所,新北市,蘆洲區,民族路369號1樓,"0228470001"
"POINT (121.460855304989 25.0816207629661)",長安牙醫診所,新北市,蘆洲區,長安街112號,02 2888253
"POINT (121.460001906477 25.0821259775733)",華安診所,新北市,蘆洲區,長安街205號1樓,02-2848-1500
"POINT (121.456656206075 25.0887629745974)",興霖中醫診所,新北市,蘆洲區,永樂街90號1樓,02-82850057
"POINT (121.462940502753 25.082778908829)",本一診所,新北市,蘆洲區,長榮路43-1號1樓,02-22836622
"POINT (121.477161673171 25.0845526112369)",明勝牙醫診所,新北市,蘆洲區,民族路58號1樓,02-2888315
"POINT (121.478490315246 25.0860187466622)",同仁堂中醫診所,新北市,蘆洲區,信義路297號1樓、299號1樓、319巷13號1樓,02-22818192
"POINT (121.465310783 25.0895777735134)",麗璽牙醫診所,新北市,蘆洲區,中正路351號一樓及夾層,02-82863671
"POINT (121.45924577442 25.0894739916133)",上安診所,新北市,蘆洲區,長榮路381號1樓,"22825101"
"POINT (121.469003747668 25.0850025900055)",蘇眼科診所,新北市,蘆洲區,中正路一六三號一樓,"0227761173"
"POINT (121.46270254366 25.0828061312409)",蘆洲上禾耳鼻喉科診所,新北市,蘆洲區,長榮路47-1號1樓、47和47-1號2樓,02-82858522
"POINT (121.469218567052 25.0848067787967)",樂活診所,新北市,蘆洲區,中正路151號1樓,02-82813947
"POINT (121.458645786324 25.0837682956277)",健侒診所,新北市,蘆洲區,長安街265號1樓,"22826588"
"POINT (121.476004900821 25.087308474272)",德興診所,新北市,蘆洲區,復興路67號1樓,"22855598"
"POINT (121.46383801298 25.0793897082755)",丁良文內科診所,新北市,蘆洲區,長安街30號及32號1樓,"82822809"
"POINT (121.459161567044 25.0883294518827)",泓安內科診所,新北市,蘆洲區,永樂街2號3樓、4樓,02-2281-6670
"POINT (121.471571896221 25.0813874830974)",曉兒耳鼻喉科診所,新北市,蘆洲區,中山二路一五一號,"0222888468"
"POINT (121.459255325569 25.0892219565413)",京華牙醫診所,新北市,蘆洲區,長榮路375號,"28470199"
"POINT (121.48135689468 25.0851277948026)",蘆洲現代內科診所,新北市,蘆洲區,集賢路306號1樓,02-82811112
"POINT (121.47712240978 25.0876999871226)",聖哲耳鼻喉科診所,新北市,蘆洲區,復興路148號,"22885525"
"POINT (121.469645718157 25.0842534847768)",乾祐診所,新北市,蘆洲區,中正路119號,"22817039"
"POINT (121.473852186947 25.0820393179493)",中山骨科診所,新北市,蘆洲區,中山二路51號1、2樓,(02)82835300
"POINT (121.501908439227 24.9933399423594)",大祐中醫診所,新北市,蘆洲區,中正路47號1樓,"0222893488"
"POINT (121.469463707569 25.0848008168357)",一品堂中醫診所,新北市,蘆洲區,中正路118號,02 2812373
"POINT (121.474767006205 25.0863579557384)",田眼科診所,新北市,蘆洲區,復興路六十六號,"08487666"
"POINT (121.462343622703 25.080350034719)",超群耳鼻喉科診所,新北市,蘆洲區,長安街78號1樓,"28487547"
"POINT (121.479059910164 25.0858845582063)",佑安耳鼻喉科診所,新北市,蘆洲區,民族路69號1樓,"82866208"
"POINT (121.465643691787 25.0915509229303)",曙光診所,新北市,蘆洲區,三民路362-3號1樓,02-82868188
"POINT (121.463025102116 25.0811200235238)",柏韋牙醫診所,新北市,蘆洲區,中華街41-1號1-2樓,(02)22884322
"POINT (121.462549657103 25.0809328017689)",杏暉復健科診所,新北市,蘆洲區,中華街57號1樓及61巷1號1樓,02-22897279
"POINT (121.477360978255 25.0876693648775)",欣向美診所,新北市,蘆洲區,信義路365號1樓,"82854538"
"POINT (121.462234961148 25.0834655575266)",臻品牙醫診所,新北市,蘆洲區,長榮路65號1樓,"82859955"
"POINT (121.469948796728 25.0837080568435)",詠贊聯合診所,新北市,蘆洲區,中正路八十五號1-4樓,02 8283-1556
"POINT (121.458009277381 25.0882004781075)",樂澄牙醫診所,新北市,蘆洲區,永樂街33號1樓,02-22896208
"POINT (121.481296158418 25.0849507887709)",柏鎂牙醫診所,新北市,蘆洲區,集賢路318號1樓、1樓夾層,"22855800"
"POINT (121.471338093023 25.0829075127327)",全家聯合牙醫診所,新北市,蘆洲區,得勝街161號,"22819679"
"POINT (121.469921769481 25.0904809239566)",湯瑪士親子兒科診所,新北市,蘆洲區,民族路377號1-2樓,"0222885523"
"POINT (121.473085777656 25.0887377404606)",愛惜牙醫診所,新北市,蘆洲區,民權路87號1樓,"82836217"
"POINT (121.475850538509 25.0839596500052)",永富牙醫診所,新北市,蘆洲區,民族路四二六巷八號一樓,"0288480531"
"POINT (121.471813581942 25.0814870368441)",陳介臣婦產科診所,新北市,蘆洲區,中山二路139號1樓-2樓,02 2832312
"POINT (121.471807903784 25.090222299211)",人安診所,新北市,蘆洲區,民權路133號1樓,"22881661"
"POINT (121.464487659587 25.0921193315478)",開心生活診所,新北市,蘆洲區,三民路376之3號1樓,02-82823531
"POINT (121.473999625491 25.0811256410429)",黃天一耳鼻喉科診所,新北市,蘆洲區,中山一路180號1樓,"82811100"
"POINT (121.470418919561 25.0836342018078)",大春中醫診所,新北市,蘆洲區,中正路1號1樓,02-22881052
"POINT (121.474924888621 25.0864888261938)",偉齡牙醫診所,新北市,蘆洲區,復興路72號,"82852520"
"POINT (121.47364477302 25.0884653432435)",豐華牙醫診所,新北市,蘆洲區,民權路114號1樓,2848-3721
"POINT (121.459893724156 25.0865220324851)",蘆洲安妞美學診所,新北市,蘆洲區,16鄰長榮路309號1樓,02-82860751
"POINT (121.462673397374 25.0834086901541)",宥宥婦幼診所,新北市,蘆洲區,長榮路58號1至6樓,"22835758"
"POINT (121.478554361071 25.0862717432489)",菁采皮膚專科診所,新北市,蘆洲區,信義路246-1號1樓,02-82867618
"POINT (121.482055614129 25.0844841000887)",弘一診所,新北市,蘆洲區,重陽街82、86號1樓,(02)82860000
"POINT (121.462940502753 25.082778908829)",本一牙醫診所,新北市,蘆洲區,長榮路43-1號1樓,02-22836622
"POINT (121.461236222131 25.0843260475682)",博士牙醫診所,新北市,蘆洲區,長榮路173號1樓,"22852767"
"POINT (121.476867294785 25.0843959028839)",洪文能診所,新北市,蘆洲區,民族路46號,02 2823146
"POINT (121.462257384342 25.0806303476411)",健群診所,新北市,蘆洲區,中華街71號1、2樓,"28487669"
"POINT (121.478252129504 25.0868209105363)",學進牙醫診所,新北市,蘆洲區,信義路262號1樓,"22813223"
"POINT (121.468296904414 25.0826922879438)",張志遠中醫診所,新北市,蘆洲區,光華路63號1樓,02-82856737
"POINT (121.459638680816 25.0878986195732)",仁川診所,新北市,蘆洲區,長榮路410號1樓,02-2285-1058
"POINT (121.479495972295 25.080938997222)",美加牙醫診所,新北市,蘆洲區,中山一路42號1、2樓,"28485753"
"POINT (121.47600263096 25.0870861083099)",鴻昇中醫診所,新北市,蘆洲區,復興路106號1樓,"22883238"
"POINT (121.541920672819 24.9715304704615)",福田診所,新北市,蘆洲區,中正路140號1樓,(02)82863287
"POINT (121.459603505403 25.0828086317805)",全嘉耳鼻喉科診所,新北市,蘆洲區,長安街156號1樓,"22811757"
"POINT (121.50262306767 24.9937627186955)",璀璨美學牙醫診所,新北市,蘆洲區,中正路24號1樓,"0282856408"
"POINT (121.47712240978 25.0876999871226)",聖哲耳鼻喉科診所,新北市,蘆洲區,復興路148號,"22885525"
"POINT (121.460857062398 25.0865852331468)",鎰安牙醫診所,新北市,蘆洲區,光明路10號,"22839912"
"POINT (121.462257384342 25.0806303476411)",健群耳鼻喉科診所,新北市,蘆洲區,中華街71號1、2樓,"28487669"
"POINT (121.480959413905 25.0843347304164)",冠植牙醫診所,新北市,蘆洲區,集賢路342號1樓,02-82856925
"POINT (121.474554771226 25.087733893369)",傑美牙醫診所,新北市,蘆洲區,民權路八四號,"82815236"
"POINT (121.4681444758 25.0826139374044)",華心牙醫診所,新北市,蘆洲區,光華路六十九號一樓,"0282816600"
"POINT (121.47278615401 25.0918459015099)",英文牙醫診所,新北市,蘆洲區,民族路343-1號一樓及夾層,"0282828271"
"POINT (121.462472969272 25.0832133050951)",長榮中醫診所,新北市,蘆洲區,長榮路55號,"28479697"
"POINT (121.471484673108 25.0818010903934)",杏東診所,新北市,蘆洲區,中正路9號1樓,"22816090"
"POINT (121.474998479197 25.0865268092042)",芊瓏中醫診所,新北市,蘆洲區,復興路74號1樓,02-82858252
"POINT (121.301757779834 25.0180034762452)",吳睿斌婦產科診所,桃園市,桃園區,同安街393號1、2、3樓,(03)3171630
"POINT (121.314943370125 24.9991446927428)",安生中醫診所,桃園市,桃園區,春日路266號1樓,03-3397111
"POINT (121.297633088294 25.0173897414457)",康喬口腔外科牙醫診所,桃園市,桃園區,中正路1121號5樓、1123號5樓,03-3550610
"POINT (121.305461138046 25.0037357988131)",大中骨科診所,桃園市,桃園區,中正路566號1、2樓,03-3355482
"POINT (121.317524464557 24.9966158878049)",昱陽中醫診所,桃園市,桃園區,中山東路80號1樓,03-3351996
"POINT (121.2984329348 25.0122283286007)",鼎侑診所,桃園市,桃園區,大興西路二段76巷8號1、2樓,03-9558900
"POINT (121.319764974573 25.0000363155095)",新悅牙醫診所,桃園市,桃園區,三民路1段123號1樓及2樓,03-3330200
"POINT (121.318701366778 24.9841217378166)",德仁醫院,桃園市,桃園區,桃鶯路245號,03-3632323
"POINT (121.299380932285 25.0138515689916)",星和診所,桃園市,桃園區,中正路993號2、3樓,03-3552679
"POINT (121.292983169149 25.0134033544132)",日揚中醫診所,桃園市,桃園區,寶慶路182號1-2樓,03-3582569
"POINT (121.288583594867 24.9908176917396)",至仁堂中醫診所,桃園市,桃園區,國際路二段20號1樓,03-3603773
"POINT (121.295847581456 25.0205514700305)",潔德美學牙醫診所,桃園市,桃園區,同德11街78號1樓,03-3172286
"POINT (121.30437454856 25.0184475701681)",禾騏牙醫診所,桃園市,桃園區,經國路441號1-2樓,03-2751598
"POINT (121.317154533921 25.0054255181038)",奧爾親子診所,桃園市,桃園區,大業路一段86號1樓,03-3352909
"POINT (121.29945487637 25.0136805778433)",桃園彤顏診所,桃園市,桃園區,中正路985號1樓,03-2522288
"POINT (121.307896817974 25.0129093953538)",澄禾牙醫診所,桃園市,桃園區,經國路56號1、2樓,03-3567656
"POINT (121.293155828669 25.0180831156867)",義佳診所,桃園市,桃園區,同德十街41號1樓,03-3025035
"POINT (121.316525576435 25.0060603095553)",聖洸身心診所,桃園市,桃園區,大業路一段127號1樓,"3380657"
"POINT (121.297633068499 25.0173897505136)",淨妍醫美診所,桃園市,桃園區,中正路1121號6樓及1123號6樓,03-3256808
"POINT (121.315248044573 24.9937873502634)",比菲利國際美學診所,桃園市,桃園區,成功路2段29號1樓至5樓,(03)3383887
"POINT (121.319808062976 25.0100364846602)",大有耳鼻喉專科診所,桃園市,桃園區,大有路318號1樓、320號1樓,"3586355"
"POINT (121.28841945892 24.98590019228)",脈田中醫診所,桃園市,桃園區,國聖1街162號1樓,03-3691068
"POINT (121.292205788376 24.9872993648444)",馨田中醫診所,桃園市,桃園區,泰昌八街23號1樓,03-2288361
"POINT (121.296341238798 25.0156517226716)",合康美學牙醫診所,桃園市,桃園區,中埔六街7號1樓,03-3566388
"POINT (121.293941363376 24.9639568966742)",聖善中醫診所,桃園市,桃園區,國際路一段98巷50號1樓,03-3611528
"POINT (121.2984329348 25.0122283286007)",峰禾診所,桃園市,桃園區,大興西路二段76巷8號1樓、2樓,03-2161159
"POINT (121.319427508176 24.9822347715999)",博泰中醫診所,桃園市,桃園區,桃鶯路325號1樓,03-3638885
"POINT (121.317412652718 25.0141395700913)",康鴻復健科診所,桃園市,桃園區,大有路515號1樓、517號1樓,"3165515"
"POINT (121.30080129682 24.9921527081254)",佳之麗診所,桃園市,桃園區,縣府路332之9號10樓,03-3396772
"POINT (121.302522076415 24.9920275449998)",固德牙醫診所,桃園市,桃園區,中山路432號1、2樓,03-3320011
"POINT (121.28940314364 24.98809323975)",錦生牙醫診所,桃園市,桃園區,國際路一段一一五二號,(03)2200991
"POINT (121.305038534794 24.997842839029)",杏安中醫診所,桃園市,桃園區,永安路216號1樓,(03)3369499
"POINT (121.287330572027 24.9880922090348)",武陵風澤中醫診所,桃園市,桃園區,吉昌街245號1樓,(03)2719106
"POINT (121.317788145054 24.9968042599882)",邱創彬牙醫診所,桃園市,桃園區,中山東路92號1樓,(03)3398539
"POINT (121.318560335887 24.984380746009)",大宇牙醫診所,桃園市,桃園區,桃鶯路229號1樓,03 3632013
"POINT (121.307360705688 24.9831996118048)",尚群診所,桃園市,桃園區,三民路三段五一二號,03-3672348
"POINT (121.317762179586 25.0127826681209)",保家診所,桃園市,桃園區,寶山街59號1樓,03 3553097
"POINT (121.278388565597 24.9927095886249)",徐大昇皮膚科診所,桃園市,桃園區,龍安街181號1、2樓,"3605588"
"POINT (121.291512076904 24.9907898912565)",浤安中醫診所,桃園市,桃園區,中山路703號1樓,03-2205499
"POINT (121.286457793583 24.9886587938369)",悅翔牙醫診所,桃園市,桃園區,中山路881號1樓、883號1樓及2樓,03-3791700
"POINT (121.295898929089 25.0223048130749)",風采診所,桃園市,桃園區,中正路1372號4樓,03-3171663
"POINT (121.309360993518 25.0149530949044)",詮鈦牙醫診所,桃園市,桃園區,春日路860號1樓、862號1樓,03-3466468
"POINT (121.310769722053 24.9896586558814)",恩緹經典美學診所,桃園市,桃園區,復興路163號1樓,03-3331145
"POINT (121.302159423962 25.0056395047294)",德源世代中醫診所,桃園市,桃園區,中正五街141、143號1樓,03-3261529
"POINT (121.295140804314 24.9649614109027)",好合中醫診所,桃園市,桃園區,桃智路31號1樓及夾層,03-3667550
"POINT (121.314165213509 24.9958622676437)",美麗新牙醫診所,桃園市,桃園區,中山東路29號2樓之1及2樓之2,"033385882"
"POINT (121.282183199514 24.9871289131781)",艾美牙醫診所,桃園市,桃園區,龍安街6號1樓之1,03-3695559
"POINT (121.303975983624 24.9793417546159)",永泰診所,桃園市,桃園區,漢中路56號1樓,03-3775346
"POINT (121.291117357073 25.0170078344178)",佑霖診所,桃園市,桃園區,寶慶路372號2樓、380號1樓、2樓,03-3026166
"POINT (121.295012344735 25.0231279767786)",臻美美學診所,桃園市,桃園區,中正路1365號1樓,03-3573099
"POINT (121.312639234354 24.9917937173245)",桃園唯那斯醫美診所,桃園市,桃園區,中正路60號3樓,03-3365708
"POINT (121.300256194081 25.0118990533009)",易融牙醫診所,桃園市,桃園區,中正路923號1樓至2樓,03-2160999
"POINT (121.294960652913 24.964671416174)",家恩診所,桃園市,桃園區,桃智路12號1樓,03-3632300
"POINT (121.317685160749 24.9869549628144)",吳俊毅身心精神科診所,桃園市,桃園區,桃鶯路50之1號1樓,03-3629995
"POINT (121.297764066681 25.0171441356178)",黃建達齒顎矯正專科牙醫診所,桃園市,桃園區,中正路1121號4樓及1123號4樓,03-3582357
"POINT (121.316314096385 24.9938288930788)",承品牙醫診所,桃園市,桃園區,成功路2段88號2樓,03-3328801
"POINT (121.314982637275 24.9903130355074)",古今中醫診所,桃園市,桃園區,大同路11號6樓之2,03-3326023
"POINT (121.295203244694 25.0202403813247)",一德身心診所,桃園市,桃園區,同德十一街138號1樓,03-3583115
"POINT (121.295382099627 25.0097079967315)",藝文完美牙醫診所,桃園市,桃園區,大興西路二段202號1樓,03-3024100
"POINT (121.299158720641 25.0156192127454)",兆品美學牙醫診所,桃園市,桃園區,中正路1118號1-3樓,03-3172626
"POINT (121.305582268094 25.0031535228956)",中正耳鼻喉科診所,桃園市,桃園區,中正路535號1樓,03-3379798
"POINT (121.298367546699 25.029179377529)",禾馨桃園婦幼診所,桃園市,桃園區,經國二路36號1、2、3樓,(03)3465333
"POINT (121.290489923563 24.9909513032033)",光彩皮膚科診所,桃園市,桃園區,中山路816號1樓、818號1樓、820號1樓,03-3787875
